HOG	OG	Gene Tree Parent Clade	Aq	Ga	GaY	Gw	GwY	Pp
N0.HOG0000769	OG0000187	n1	ApeQuad_12243.1	rna-XM_040189589.1		g1788.t1		rna-XM_037473982.2
N0.HOG0000770	OG0000187	n7		rna-XM_040189590.1				rna-XM_062558705.1
N0.HOG0000771	OG0000187	n9	ApeQuad_12241.1	rna-XM_040189586.1		g1787.t1		rna-XM_037473981.2
N0.HOG0000772	OG0000187	n12	ApeQuad_11471.1	rna-XM_040185699.1		g21499.t1		rna-XM_037471481.2
N0.HOG0000773	OG0000188	n1	ApeQuad_13083.1	rna-XM_040187851.1		g2438.t1		rna-XM_037473898.2
N0.HOG0000774	OG0000188	n5	ApeQuad_22684.1	rna-XM_040159977.1		g9966.t2		rna-XM_037449443.2
N0.HOG0000775	OG0000188	n9	ApeQuad_24992.1	rna-XM_040164683.1		g13498.t1		rna-XM_037453513.2
N0.HOG0000776	OG0000188	n12	ApeQuad_12603.1	rna-XM_040188052.1		g2041.t1		rna-XM_037474632.2
N0.HOG0000777	OG0000189	n1	ApeQuad_24003.1	rna-XM_040162438.1	rna-XM_040168307.1	g10817.t1	g22932.t1	rna-XM_037451242.2
N0.HOG0000778	OG0000189	n7	ApeQuad_24049.1	rna-XM_040162140.1	rna-XM_040168106.1	g10782.t1	g23001.t1	rna-XM_037452073.2
N0.HOG0000779	OG0000189	n12	ApeQuad_13793.1	rna-XM_040189972.1		g3326.t1		rna-XM_037475846.2
N0.HOG0000780	OG0000190	n0	ApeQuad_13988.1, ApeQuad_13991.3, ApeQuad_13994.1, ApeQuad_13987.1, ApeQuad_13989.1, ApeQuad_13992.1	rna-XM_040189993.1, rna-XM_040189999.1, rna-XM_040189995.1, rna-XM_040189998.1		g3170.t1		rna-XM_062565850.1, rna-XM_062565855.1, rna-XM_062565851.1, rna-XM_062565834.1, rna-XM_062565840.1
N0.HOG0000781	OG0000191	n1	ApeQuad_15700.6	rna-XM_040193508.1		g3873.t1		rna-XM_037478192.2
N0.HOG0000782	OG0000191	n5	ApeQuad_21436.2	rna-XM_040203690.1		g9523.t1		rna-XM_037489739.2
N0.HOG0000783	OG0000191	n9	ApeQuad_15904.1	rna-XM_040192613.1		g3744.t2		rna-XM_062562099.1
N0.HOG0000784	OG0000191	n12	ApeQuad_15603.2	rna-XM_040192726.1		g4013.t2	g22398.t1	
N0.HOG0000785	OG0000192	n1	ApeQuad_21428.1	rna-XM_040203548.1		g9526.t1		rna-XM_037490398.2
N0.HOG0000786	OG0000192	n6	ApeQuad_23476.1	rna-XM_040163515.1		g11476.t1		rna-XM_062562998.1
N0.HOG0000787	OG0000192	n9	ApeQuad_27091.1	rna-XM_040174584.1		g16168.t1		rna-XM_037461945.2
N0.HOG0000788	OG0000192	n12	ApeQuad_15709.1	rna-XM_040194322.1		g3868.t1		rna-XM_037478353.2
N0.HOG0000789	OG0000193	n1	ApeQuad_22250.1, ApeQuad_22253.2	rna-XM_040161113.1, rna-XM_040161109.1		g10325.t1		rna-XM_062559831.1
N0.HOG0000790	OG0000193	n7		rna-XM_040161087.1, rna-XM_040161103.1				rna-XM_062559677.1, rna-XM_062559840.1
N0.HOG0000791	OG0000193	n10	ApeQuad_22249.3	rna-XM_040161308.1, rna-XM_040161033.1, rna-XM_040161053.1		g10326.t1		rna-XM_062559568.1
N0.HOG0000792	OG0000194	n0	ApeQuad_22418.1, ApeQuad_22419.1, ApeQuad_22420.1	rna-XM_040161313.1, rna-XM_040160211.1, rna-XM_040161322.1		g10178.t1		rna-XM_037450128.2, rna-XM_062559781.1, rna-XM_062559778.1, rna-XM_062559776.1, rna-XM_062559779.1, rna-XM_062559775.1, rna-XM_062559782.1, rna-XM_062559777.1, rna-XM_037450131.2
N0.HOG0000793	OG0000195	n1	ApeQuad_23216.2	rna-XM_040161597.1		g11152.t1		rna-XM_037452437.2
N0.HOG0000794	OG0000195	n6		rna-XM_040161601.1		g11153.t1		rna-XM_037451317.2
N0.HOG0000795	OG0000195	n9		rna-XM_040161596.1	rna-XM_040168239.1	g11151.t1	g22971.t1	rna-XM_037452435.2
N0.HOG0000796	OG0000195	n13		rna-XM_040161603.1		g11154.t1		rna-XM_037452438.2
N0.HOG0000797	OG0000196	n0	ApeQuad_28659.1					rna-XM_062557289.1, rna-XM_062563963.1, rna-XM_062563608.1, rna-XM_062564694.1, rna-XM_062561139.1, rna-XM_062564683.1, rna-XM_062561145.1, rna-XM_062566728.1, rna-XM_062565891.1, rna-XM_062559323.1, rna-XM_062559320.1, rna-XM_062563623.1, rna-XM_062563464.1, rna-XM_062562684.1, rna-XM_062562144.1
N0.HOG0000798	OG0000197	n0		rna-XM_040175262.1, rna-XM_040175661.1, rna-XM_040173018.1, rna-XM_040173019.1, rna-XM_040172588.1, rna-XM_040175623.1, rna-XM_040175263.1, rna-XM_040175502.1, rna-XM_040173010.1, rna-XM_040175260.1		g16408.t1, g16409.t1, g16410.t1, g16411.t1		rna-XM_062559859.1, rna-XM_062559865.1
N0.HOG0000799	OG0000198	n0		id-LOC120827340, id-LOC120827339, id-LOC120827800, id-LOC120827788, id-LOC120827348, id-LOC120827334, id-LOC120827342, id-LOC120827333, id-LOC120827343, id-LOC120827335, id-LOC120827341, id-LOC120827332, id-LOC120827336, id-LOC120827338		g3313.t1		id-LOC134132949
N0.HOG0000800	OG0000199	n0				g16641.t1, g4781.t1, g4799.t1, g16022.t1, g14253.t1, g14249.t1, g21113.t1, g14254.t1, g1093.t1, g13573.t1, g1201.t1, g10471.t1	g22962.t1, g22966.t1, g22865.t1, g22786.t1	
N0.HOG0000801	OG0000200	n0				g11561.t1, g11572.t1, g11588.t1, g11580.t1, g11593.t1, g10462.t1, g10520.t1, g10523.t1, g10528.t1, g10533.t1, g13579.t1, g10631.t1, g10657.t1, g10637.t1, g10654.t1, g10650.t1		
N0.HOG0000802	OG0000201	n1	ApeQuad_18531.1	rna-XM_040199840.1		g6848.t1		rna-XM_037487007.2
N0.HOG0000803	OG0000201	n5	ApeQuad_22133.1			g10417.t1		rna-XM_037449006.2
N0.HOG0000804	OG0000201	n8	ApeQuad_28593.1	rna-XM_040180043.1		g19090.t1		rna-XM_037467130.2
N0.HOG0000805	OG0000201	n11	ApeQuad_2128.1	rna-XM_040193417.1		g1104.t1		rna-XM_037468214.1
N0.HOG0000806	OG0000202	n0	ApeQuad_2631.1, ApeQuad_2621.5, ApeQuad_2629.1, ApeQuad_2628.1, ApeQuad_2619.1, ApeQuad_2626.1	rna-XM_040185291.1, rna-XM_040185078.1, rna-XM_040185279.1		g1328.t1, g1329.t1		rna-XM_037461020.2, rna-XM_062561452.1, rna-XM_062560900.1, rna-XM_062561451.1
N0.HOG0000807	OG0000203	n0	ApeQuad_2902.3	rna-XM_040203469.1, rna-XM_040179010.1, rna-XM_040185225.1, rna-XM_040167267.1, rna-XM_040167322.1, rna-XM_040187088.1, rna-XM_040161408.1, rna-XM_040160335.1, rna-XM_040181594.1, rna-XM_040180588.1, rna-XM_040178959.1, rna-XM_040200469.1, rna-XM_040198247.1, rna-XM_040182530.1				
N0.HOG0000808	OG0000204	n1	ApeQuad_5359.1, ApeQuad_3001.1, ApeQuad_3006.1	rna-XM_040190842.1			g23002.t1	rna-XM_062557447.1, rna-XM_062559339.1, rna-XM_062561379.1, rna-XM_062562576.1, rna-XM_062558123.1, rna-XM_062562002.1, rna-XM_062558958.1
N0.HOG0000809	OG0000204	n12		rna-XM_040166950.1				rna-XM_062557449.1, rna-XM_062557450.1
N0.HOG0000810	OG0000205	n1	ApeQuad_23694.1	rna-XM_040162855.1		g11331.t1		rna-XM_062562991.1
N0.HOG0000811	OG0000205	n5	ApeQuad_23695.1	rna-XM_040162856.1, rna-XM_040162859.1		g11332.t2		rna-XM_062562992.1
N0.HOG0000812	OG0000205	n10	ApeQuad_3158.1	rna-XM_040160276.1		g11546.t1		
N0.HOG0000813	OG0000205	n12	ApeQuad_3155.1	rna-XM_040160265.1		g11548.t1		
N0.HOG0000814	OG0000206	n1	ApeQuad_6260.1	rna-XM_040173202.1		g15444.t1		rna-XM_037460979.2
N0.HOG0000815	OG0000206	n5	ApeQuad_28346.1	rna-XM_040181048.1		g19293.t1		rna-XM_037467218.2
N0.HOG0000816	OG0000206	n9		rna-XM_040183348.1		g19996.t1		rna-XM_037469930.2
N0.HOG0000817	OG0000206	n11	ApeQuad_5016.1	rna-XM_040170697.1		g14374.t1		rna-XM_037459126.2
N0.HOG0000818	OG0000207	n1	ApeQuad_6004.1, ApeQuad_28390.1	rna-XM_040174922.1		g15639.t1		rna-XM_037460783.2, rna-XM_037460787.2
N0.HOG0000819	OG0000207	n7	ApeQuad_6003.1, ApeQuad_6002.1			g15640.t1, g15641.t1		rna-XM_062560687.1, rna-XM_062558772.1
N0.HOG0000820	OG0000207	n12	ApeQuad_6001.1	rna-XM_040174925.1				rna-XM_062558775.1
N0.HOG0000821	OG0000208	n1	ApeQuad_7561.1	rna-XM_040175739.1		g16649.t1		rna-XM_037464614.2
N0.HOG0000822	OG0000208	n5	ApeQuad_13965.1	rna-XM_040191194.1		g3190.t1		rna-XM_037475894.2
N0.HOG0000823	OG0000208	n9	ApeQuad_10780.2			g21968.t1		rna-XM_037472170.2
N0.HOG0000824	OG0000208	n11	ApeQuad_6685.1	rna-XM_040175818.1		g17425.t1		rna-XM_037464561.2
N0.HOG0000825	OG0000209	n1	ApeQuad_12692.1	rna-XM_040187933.1		g2131.t1		rna-XM_037474614.2
N0.HOG0000826	OG0000209	n8	ApeQuad_14277.1	rna-XM_040190648.1		g2912.t1		rna-XM_037477006.2
N0.HOG0000827	OG0000209	n11	ApeQuad_6932.1	rna-XM_040176768.1		g17155.t1		rna-XM_037463743.2
N0.HOG0000828	OG0000210	n1	ApeQuad_27625.1, ApeQuad_27627.1	rna-XM_040182280.1		g19870.t1		rna-XM_062558212.1
N0.HOG0000829	OG0000210	n6	ApeQuad_27626.1			g19869.t1		rna-XM_037468272.2
N0.HOG0000830	OG0000210	n8	ApeQuad_27628.1, ApeQuad_7429.1, ApeQuad_7428.1, ApeQuad_7430.1	rna-XM_040182272.1		g19868.t1		rna-XM_062557885.1
N0.HOG0000831	OG0000211	n1	ApeQuad_11694.1			g21159.t1		rna-XM_062564737.1, rna-XM_062564330.1, rna-XM_062564745.1, rna-XM_062564746.1, rna-XM_062564589.1, rna-XM_062564532.1
N0.HOG0000832	OG0000211	n8	ApeQuad_11693.1, ApeQuad_11697.4	rna-XM_040187122.1, rna-XM_040187116.1, rna-XM_040187249.1, rna-XM_040187248.1		g21158.t1		
N0.HOG0000833	OG0000212	n1	ApeQuad_12195.1	rna-XM_040187922.1				
N0.HOG0000834	OG0000212	n2	ApeQuad_12282.1, ApeQuad_12332.1	rna-XM_040187909.1, rna-XM_040187907.1, rna-XM_040187910.1, rna-XM_040187908.1		g1743.t1		rna-XM_062558444.1, rna-XM_062558378.1, rna-XM_062558352.1, rna-XM_062558351.1, rna-XM_037473315.2, rna-XM_062558342.1
N0.HOG0000835	OG0000213	n1	ApeQuad_22061.1	rna-XM_040205061.1		g9009.t1		rna-XM_037490348.2
N0.HOG0000836	OG0000213	n6	ApeQuad_24144.1	rna-XM_040163473.1	rna-XM_040168528.1	g10702.t6		rna-XM_037451488.2
N0.HOG0000837	OG0000213	n10	ApeQuad_26817.1	rna-XM_040172953.1				rna-XM_062560440.1
N0.HOG0000838	OG0000213	n12	ApeQuad_15712.1	rna-XM_040194309.1		g3865.t1		
N0.HOG0000839	OG0000214	n0	ApeQuad_16911.1, ApeQuad_16999.1, ApeQuad_17004.1, ApeQuad_17005.1, ApeQuad_17010.1, ApeQuad_17007.1, ApeQuad_17012.1, ApeQuad_17014.1, ApeQuad_17028.1, ApeQuad_17009.1, ApeQuad_17099.1, ApeQuad_17016.1, ApeQuad_17027.1, ApeQuad_17015.2, ApeQuad_17225.1					
N0.HOG0000840	OG0000215	n0	ApeQuad_19764.1	rna-XM_040167794.1, rna-XM_040167796.1, rna-XM_040167797.1, rna-XM_040167798.1, rna-XM_040167874.1, rna-XM_040202267.1, rna-XM_040200712.1, rna-XM_040202390.1, rna-XM_040200673.1, rna-XM_040202269.1, rna-XM_040202276.1, rna-XM_040200892.1, rna-XM_040200886.1, rna-XM_040200866.1				
N0.HOG0000841	OG0000216	n1	ApeQuad_23957.4	rna-XM_040163962.1	rna-XM_040168458.1, rna-XM_040168661.1	g10858.t2	g22953.t1	rna-XM_037450953.2
N0.HOG0000842	OG0000216	n8	ApeQuad_27229.5	rna-XM_040172567.1		g16339.t4		rna-XM_062560172.1
N0.HOG0000843	OG0000216	n11	ApeQuad_22068.4	rna-XM_040203248.1		g9001.t6		rna-XM_037489964.2
N0.HOG0000844	OG0000217	n0	ApeQuad_22696.1, ApeQuad_22699.1, ApeQuad_22692.1, ApeQuad_22695.1	rna-XM_040160739.1, rna-XM_040160736.1, rna-XM_040160738.1, rna-XM_040160737.1		g9956.t1, g9957.t2, g9958.t1		rna-XM_037449581.2, rna-XM_037449582.2, rna-XM_062559746.1, rna-XM_037449580.2
N0.HOG0000845	OG0000218	n0	ApeQuad_25548.2, ApeQuad_25546.1, ApeQuad_25547.1, ApeQuad_25549.1, ApeQuad_25555.1	rna-XM_040164746.1, rna-XM_040164726.1, rna-XM_040164734.1, rna-XM_040164898.1		g12776.t1, g12777.t1		rna-XM_062565545.1, rna-XM_062565546.1, rna-XM_062565548.1, rna-XM_062565547.1
N0.HOG0000846	OG0000219	n0		rna-XM_040164118.1, rna-XM_040164120.1, rna-XM_040164114.1, rna-XM_040188204.1, rna-XM_040189718.1, rna-XM_040189720.1, rna-XM_040189725.1, rna-XM_040188497.1, rna-XM_040189727.1, rna-XM_040188203.1, rna-XM_040188205.1, rna-XM_040188209.1, rna-XM_040188208.1, rna-XM_040164100.1, rna-XM_040164124.1				
N0.HOG0000847	OG0000220	n0		rna-XM_040183020.1, rna-XM_040179677.1, rna-XM_040183242.1, rna-XM_040182856.1, rna-XM_040180046.1, rna-XM_040182858.1, rna-XM_040182860.1, rna-XM_040182830.1, rna-XM_040183071.1, rna-XM_040183021.1, rna-XM_040179948.1, rna-XM_040182857.1, rna-XM_040182861.1, rna-XM_040182587.1, rna-XM_040182489.1				
N0.HOG0000848	OG0000221	n2		rna-XM_040184654.1, rna-XM_040183738.1, rna-XM_040183737.1, rna-XM_040183735.1				rna-XM_062563583.1, rna-XM_037470599.2
N0.HOG0000849	OG0000221	n7		rna-XM_040183736.1, rna-XM_040183740.1, rna-XM_040183739.1				rna-XM_037470178.2, rna-XM_062563350.1, rna-XM_062563651.1, rna-XM_037470724.2, rna-XM_037470154.2
N0.HOG0000850	OG0000222	n1	ApeQuad_14550.1	rna-XM_040190929.1		g3631.t3		rna-XM_037476412.2
N0.HOG0000851	OG0000222	n5				g17255.t1		rna-XM_037463155.2
N0.HOG0000852	OG0000222	n7	ApeQuad_28146.1	rna-XM_040181138.1		g19467.t1		rna-XM_037467108.2
N0.HOG0000853	OG0000222	n10	ApeQuad_1868.1	rna-XM_040179025.1		g899.t1		rna-XM_037461361.2
N0.HOG0000854	OG0000223	n1	ApeQuad_19108.1	rna-XM_040200341.1		g7331.t1		rna-XM_037485678.2
N0.HOG0000855	OG0000223	n5	ApeQuad_22925.1	rna-XM_040160582.1				rna-XM_037449389.2
N0.HOG0000856	OG0000223	n8	ApeQuad_20357.1	rna-XM_040201875.1				rna-XM_037488795.2
N0.HOG0000857	OG0000223	n10	ApeQuad_2744.1	rna-XM_040187934.1		g1284.t1		rna-XM_037475687.2
N0.HOG0000858	OG0000224	n1	ApeQuad_24106.1	rna-XM_040162382.1	rna-XM_040168489.1	g10736.t1		rna-XM_037451781.2
N0.HOG0000859	OG0000224	n6	ApeQuad_25884.1, ApeQuad_25889.3	rna-XM_040164851.1		g12517.t2		rna-XM_037454740.2
N0.HOG0000860	OG0000224	n10	ApeQuad_2932.1	rna-XM_040159884.1		g11608.t1		rna-XM_037490285.2
N0.HOG0000861	OG0000225	n1	ApeQuad_23785.1	rna-XM_040162179.1	rna-XM_040168914.1	g11002.t2		rna-XM_037450642.2
N0.HOG0000862	OG0000225	n6	ApeQuad_23885.1	rna-XM_040161699.1	rna-XM_040168831.1	g10920.t1		rna-XM_037450481.2
N0.HOG0000863	OG0000225	n10	ApeQuad_3184.1	rna-XM_040169041.1		g11715.t3		rna-XM_037483752.2
N0.HOG0000864	OG0000226	n1	ApeQuad_19712.1	rna-XM_040201566.1		g8382.t1		rna-XM_062565108.1
N0.HOG0000865	OG0000226	n5	ApeQuad_23825.1	rna-XM_040162476.1	rna-XM_040168690.1	g10965.t1	g22906.t1	rna-XM_037450779.2
N0.HOG0000866	OG0000226	n10	ApeQuad_3256.1	rna-XM_040161326.1		g12150.t1		rna-XM_037451480.2
N0.HOG0000867	OG0000227	n1		rna-XM_040172090.1, rna-XM_040177452.1, rna-XM_040176585.1		g16707.t1		rna-XM_062559372.1
N0.HOG0000868	OG0000227	n5	ApeQuad_24203.1, ApeQuad_12371.1, ApeQuad_5159.1	rna-XM_040177453.1, rna-XM_040177455.1, rna-XM_040202186.1, rna-XM_040202189.1		g11819.t1		rna-XM_062559373.1
N0.HOG0000869	OG0000228	n1	ApeQuad_10725.3	rna-XM_040185452.1		g22018.t3		rna-XM_037472668.2
N0.HOG0000870	OG0000228	n5	ApeQuad_18840.1	rna-XM_040199408.1		g7110.t1		rna-XM_037487032.2
N0.HOG0000871	OG0000228	n8	ApeQuad_7792.1	rna-XM_040178457.1, rna-XM_040178455.1, rna-XM_040178458.1		g18223.t4		rna-XM_037465089.2
N0.HOG0000872	OG0000229	n0	ApeQuad_10139.1, ApeQuad_10138.1, ApeQuad_10136.1, ApeQuad_10137.1	rna-XM_040184416.1, rna-XM_040184414.1		g20394.t2, g20395.t1, g20397.t1, g20396.t1		rna-XM_037470710.2, rna-XM_037470712.2, rna-XM_037470709.2, rna-XM_037486705.2
N0.HOG0000873	OG0000230	n0	ApeQuad_12283.1, ApeQuad_12333.1, ApeQuad_12281.1, ApeQuad_12327.1	rna-XM_040187917.1, rna-XM_040187913.1, rna-XM_040187914.1, rna-XM_040187918.1, rna-XM_040187916.1		g1742.t1		rna-XM_037473316.2, rna-XM_037473585.2, rna-XM_062558344.1, rna-XM_062558343.1
N0.HOG0000874	OG0000231	n0	ApeQuad_12913.1, ApeQuad_12914.1, ApeQuad_12918.1	rna-XM_040189750.1, rna-XM_040189752.1, rna-XM_040189763.1		g2308.t1, g2307.t1, g2309.t2		rna-XM_037474961.2, rna-XM_037474963.2, rna-XM_037474965.2, rna-XM_062558434.1, rna-XM_037474966.2
N0.HOG0000875	OG0000232	n1		rna-XM_040189765.1		g2312.t1		rna-XM_037474970.2
N0.HOG0000876	OG0000232	n3	ApeQuad_12917.1, ApeQuad_12919.1	rna-XM_040189768.1, rna-XM_040189771.1, rna-XM_040189767.1, rna-XM_040189764.1		g2313.t1, g2315.t1, g2311.t1, g2310.t1		rna-XM_037474969.2
N0.HOG0000877	OG0000233	n1		rna-XM_040174818.1	rna-XM_040168078.1, rna-XM_040168449.1			rna-XM_062560144.1, rna-XM_062558968.1
N0.HOG0000878	OG0000233	n6	ApeQuad_13242.1	rna-XM_040174820.1	rna-XM_040169097.1, rna-XM_040169025.1, rna-XM_040168174.1		g22778.t1	rna-XM_062558191.1
N0.HOG0000879	OG0000233	n12			rna-XM_040168092.1			rna-XM_062565242.1
N0.HOG0000880	OG0000234	n0	ApeQuad_13686.1	rna-XM_040190820.1, rna-XM_040190302.1, rna-XM_040190818.1, rna-XM_040190822.1		g3426.t1, g3430.t1, g3428.t2		rna-XM_037476449.2, rna-XM_062566074.1, rna-XM_062566073.1, rna-XM_037476448.2, rna-XM_037475218.2, rna-XM_037477475.2
N0.HOG0000881	OG0000235	n1	ApeQuad_15612.1	rna-XM_040192390.1		g4006.t1	g22405.t1	rna-XM_037478577.2
N0.HOG0000882	OG0000235	n6	ApeQuad_21509.1	rna-XM_040204080.1		g9598.t1		rna-XM_037448524.2
N0.HOG0000883	OG0000235	n9	ApeQuad_14804.1	rna-XM_040193189.1		g4778.t1	g22867.t1	rna-XM_037478532.2
N0.HOG0000884	OG0000236	n1	ApeQuad_23917.3	rna-XM_040161931.1	rna-XM_040168737.1	g10895.t1		rna-XM_037451534.2
N0.HOG0000885	OG0000236	n6	ApeQuad_27306.2	rna-XM_040173045.1		g16395.t3		rna-XM_062558454.1
N0.HOG0000886	OG0000236	n9	ApeQuad_14974.1	rna-XM_040193340.1		g4531.t1	g22543.t1	rna-XM_062563656.1
N0.HOG0000887	OG0000237	n1	ApeQuad_23902.1	rna-XM_040161919.1	rna-XM_040168134.1	g10906.t1		rna-XM_037450966.2
N0.HOG0000888	OG0000237	n6	ApeQuad_27319.1	rna-XM_040174169.1		g16386.t1		rna-XM_037461132.2
N0.HOG0000889	OG0000237	n9	ApeQuad_14995.2	rna-XM_040193643.1		g4547.t1	g22526.t1	rna-XM_062563720.1
N0.HOG0000890	OG0000238	n1	ApeQuad_15345.1	rna-XM_040192840.1		g4231.t1	g22183.t2	rna-XM_037479759.2
N0.HOG0000891	OG0000238	n6	ApeQuad_22059.1	rna-XM_040205066.1		g9010.t1		rna-XM_037490349.2
N0.HOG0000892	OG0000238	n9	ApeQuad_15006.2	rna-XM_040194453.1		g4555.t1	g22516.t1	rna-XM_037480811.2
N0.HOG0000893	OG0000239	n1	ApeQuad_15067.1	rna-XM_040192776.1		g4471.t1	g22600.t1	rna-XM_037480454.2
N0.HOG0000894	OG0000239	n6	ApeQuad_15066.1	rna-XM_040192775.1		g4472.t1	g22599.t1	rna-XM_037480942.2
N0.HOG0000895	OG0000239	n10	ApeQuad_20744.1	rna-XM_040192769.1		g4470.t1	g22601.t1	
N0.HOG0000896	OG0000240	n1	ApeQuad_21999.2	rna-XM_040204799.1		g9066.t1		rna-XM_037489888.2
N0.HOG0000897	OG0000240	n5	ApeQuad_23338.1	rna-XM_040162692.1		g11060.t1, g15239.t1		rna-XM_037450696.2
N0.HOG0000898	OG0000240	n9	ApeQuad_15170.1	rna-XM_040193233.1		g4383.t1	g22650.t1	rna-XM_037478970.2
N0.HOG0000899	OG0000241	n1	ApeQuad_20019.6	rna-XM_040200919.1		g8313.t1, g8312.t1		rna-XM_037487848.2
N0.HOG0000900	OG0000241	n6	ApeQuad_21883.2	rna-XM_040204085.1		g9175.t3		rna-XM_037490185.2
N0.HOG0000901	OG0000241	n9	ApeQuad_15267.2	rna-XM_040192863.1		g4294.t3	g22112.t1	rna-XM_037478926.2
N0.HOG0000902	OG0000242	n1	ApeQuad_24115.1	rna-XM_040163095.1	rna-XM_040169076.1	g10728.t1		rna-XM_037452030.2
N0.HOG0000903	OG0000242	n6	ApeQuad_15380.1	rna-XM_040193971.1		g4199.t1	g22215.t1	rna-XM_037479626.2
N0.HOG0000904	OG0000242	n10	ApeQuad_24392.3	rna-XM_040163211.1		g16482.t1		rna-XM_037450601.2
N0.HOG0000905	OG0000243	n1	ApeQuad_15638.1, ApeQuad_15639.1					
N0.HOG0000906	OG0000243	n3		rna-XM_040194466.1, rna-XM_040194469.1		g3987.t2, g3988.t1	g22426.t1, g22425.t1, g22424.t1	rna-XM_062566132.1
N0.HOG0000907	OG0000243	n10		rna-XM_040194475.1		g3986.t1	g22427.t1	rna-XM_062565829.1
N0.HOG0000908	OG0000244	n1	ApeQuad_18735.1, ApeQuad_18682.1, ApeQuad_18734.1					
N0.HOG0000909	OG0000244	n6		rna-XM_040199010.1				rna-XM_062557154.1, rna-XM_062557156.1
N0.HOG0000910	OG0000244	n8		rna-XM_040199011.1		g7029.t1		rna-XM_037485976.2
N0.HOG0000911	OG0000244	n10		rna-XM_040199017.1, rna-XM_040199014.1		g7028.t1		
N0.HOG0000912	OG0000244	n12		rna-XM_040199018.1				rna-XM_037487027.2
N0.HOG0000913	OG0000245	n1	ApeQuad_22044.1	rna-XM_040203355.1		g6535.t1, g9022.t1		rna-XM_037448367.2
N0.HOG0000914	OG0000245	n6	ApeQuad_23524.1	rna-XM_040162889.1	rna-XM_040168240.1	g11447.t1		rna-XM_037451687.2
N0.HOG0000915	OG0000245	n10	ApeQuad_21229.2	rna-XM_040204685.1		g8933.t1		rna-XM_062563822.1
N0.HOG0000916	OG0000246	n1	ApeQuad_24113.2	rna-XM_040163090.1	rna-XM_040168126.1	g10729.t1		rna-XM_037451485.2
N0.HOG0000917	OG0000246	n6	ApeQuad_27371.2	rna-XM_040172626.1		g16483.t1		rna-XM_037459766.2
N0.HOG0000918	OG0000246	n9	ApeQuad_24054.1	rna-XM_040162340.1	rna-XM_040168071.1	g10778.t1		rna-XM_037452085.2
N0.HOG0000919	OG0000247	n1		rna-XM_040167060.1, rna-XM_040167059.1, rna-XM_040167061.1		g13976.t1, g13979.t1, g13980.t1		rna-XM_062559299.1, rna-XM_062559351.1
N0.HOG0000920	OG0000247	n8	ApeQuad_26572.1, ApeQuad_26573.1			g13977.t1, g13978.t1		rna-XM_037456678.2, rna-XM_037456677.2
N0.HOG0000921	OG0000248	n0		id-LOC120816668		g15165.t1, g15171.t1, g15169.t1, g15167.t1, g15173.t1, g15170.t1, g15172.t1		id-LOC134105262, rna-XM_062557834.1, id-LOC134105263, id-LOC119209527, id-LOC119209865, id-LOC119209533
N0.HOG0000922	OG0000249	n0		rna-XM_040205107.1, rna-XM_040175695.1, rna-XM_040177433.1, rna-XM_040177649.1, rna-XM_040177647.1		g16670.t1, g16671.t1, g16672.t1, g16673.t1		rna-XM_062560085.1, rna-XM_037463893.2, rna-XM_037476208.2, rna-XM_037476234.2, rna-XM_062561585.1
N0.HOG0000923	OG0000250	n0		rna-XM_040187882.1, rna-XM_040187889.1, rna-XM_040187919.1, rna-XM_040187880.1, rna-XM_040189435.1, rna-XM_040189467.1, rna-XM_040189468.1, rna-XM_040189475.1, rna-XM_040189438.1, rna-XM_040189466.1, rna-XM_040189321.1, rna-XM_040189479.1, rna-XM_040189472.1, rna-XM_040189474.1				
N0.HOG0000924	OG0000251	n0			rna-XM_040169065.1			rna-XM_062562945.1, rna-XM_062562302.1, rna-XM_062557898.1, rna-XM_062565723.1, rna-XM_062563493.1, rna-XM_062564484.1, rna-XM_062560580.1, rna-XM_062565533.1, rna-XM_062557579.1, rna-XM_062564975.1, rna-XM_062560582.1, rna-XM_062560541.1, rna-XM_062557617.1
N0.HOG0000925	OG0000252	n0						rna-XM_037482819.2, rna-XM_037483717.2, rna-XM_037482320.2, rna-XM_062562570.1, rna-XM_037482317.2, rna-XM_037482314.2, rna-XM_062562572.1, rna-XM_037482318.2, rna-XM_062562573.1, rna-XM_037482307.2, rna-XM_062562632.1, rna-XM_037482323.2, rna-XM_037482315.2, rna-XM_062562571.1
N0.HOG0000926	OG0000253	n2	ApeQuad_1121.1	rna-XM_040183464.1		g304.t1		
N0.HOG0000927	OG0000253	n5		rna-XM_040183478.1				rna-XM_062561622.1
N0.HOG0000928	OG0000253	n6	ApeQuad_1129.1	rna-XM_040191874.1, rna-XM_040183558.1, rna-XM_040183532.1, rna-XM_040183545.1				rna-XM_062561620.1, rna-XM_037465209.2
N0.HOG0000929	OG0000254	n1	ApeQuad_2209.3	rna-XM_040194534.1				
N0.HOG0000930	OG0000254	n2	ApeQuad_3885.2, ApeQuad_3957.1, ApeQuad_4006.1, ApeQuad_4031.1, ApeQuad_4017.1, ApeQuad_11930.1, ApeQuad_18469.1, ApeQuad_1279.1, ApeQuad_1280.1	rna-XM_040169351.1		g12384.t2		
