external_gene_name	ensembl_gene_id	gene_biotype	chrom_HG37	chrom_start_HG37	chrom_end_HG37	HI	percentile	PLs
DLL1	ENSG00000275555	protein_coding	chr6	170591294	170599561	0.849386552	4.66%	255/0/0
DLL1	ENSG00000198719	protein_coding	chr6	170591294	170599561	0.849386552	4.66%	255/0/0
DLL3	ENSG00000090932	protein_coding	chr19	39989535	39999121	0.048875309	62.99%	75/180/0
DLL4	ENSG00000128917	protein_coding	chr15	41221538	41231237	0.68345451	8.98%	255/0/0
DLST	ENSG00000119689	protein_coding	chr14	75348594	75370448	0.421583266	19.53%	200/55/0
DLX1	ENSG00000144355	protein_coding	chr2	172949468	172954405	0.990085981	1.08%	255/0/0
DLX1	ENSG00000292098	protein_coding	chr2	172949468	172954405	0.990085981	1.08%	255/0/0
DLX2	ENSG00000115844	protein_coding	chr2	172964167	172967628	0.420331233	19.55%	200/55/0
DLX3	ENSG00000064195	protein_coding	chr17	48067369	48072588	0.167828753	40.58%	125/130/0
DLX4	ENSG00000108813	protein_coding	chr17	48046334	48052321	0.071956828	57%	100/155/0
DLX5	ENSG00000105880	protein_coding	chr7	96649704	96654409	0.992272249	0.99%	255/0/0
DLX6	ENSG00000006377	protein_coding	chr7	96634860	96640351	0.879390184	3.97%	255/0/0
DMAP1	ENSG00000178028	protein_coding	chr1	44679127	44686353	0.644652957	10.29%	200/55/0
DMBT1	ENSG00000187908	protein_coding	chr10	124320181	124403252	0.008326415	82.3%	25/230/0
DMBX1	ENSG00000197587	protein_coding	chr1	46972668	46979898	0.209713968	35.61%	150/105/0
DMC1	ENSG00000100206	protein_coding	chr22	38914954	38966291	0.692720038	8.69%	255/0/0
DMD	ENSG00000198947	protein_coding	chrX	31115794	33357558	0.999751041	0.27%	255/0/0
DMGDH	ENSG00000132837	protein_coding	chr5	78293438	78531861	0.169846291	40.33%	125/130/0
DMKN	ENSG00000161249	protein_coding	chr19	35988122	36004560	0.003521347	87.74%	25/230/0
DMP1	ENSG00000152592	protein_coding	chr4	88571459	88585513	0.009519189	81.24%	25/230/0
DMPK	ENSG00000104936	protein_coding	chr19	46272975	46285810	0.106803159	49.83%	125/130/0
DMRT1	ENSG00000137090	protein_coding	chr9	841690	969090	0.441099025	18.6%	200/55/0
DMRT2	ENSG00000173253	protein_coding	chr9	1050354	1057552	0.08644262	53.86%	100/155/0
DMRT3	ENSG00000064218	protein_coding	chr9	976964	991731	0.066381668	58.29%	100/155/0
DMRTA1	ENSG00000176399	protein_coding	chr9	22446840	22455739	0.142779385	44.02%	125/130/0
DMRTA2	ENSG00000142700	protein_coding	chr1	50883222	50889172	0.077006053	55.92%	100/155/0
DMRTB1	ENSG00000143006	protein_coding	chr1	53925072	53933161	0.005179137	85.6%	25/230/0
DMRTC1	ENSG00000269502	protein_coding	chrX	72064875	72068636	0.001227511	94.29%	0/255/0
DMRTC1B	ENSG00000184911	protein_coding	chrX	71996833	72068636	0.000915345	95.94%	0/255/0
DMRTC2	ENSG00000142025	protein_coding	chr19	42348806	42356401	0.029035376	69.85%	75/180/0
DMTF1	ENSG00000135164	protein_coding	chr7	86781677	86825653	0.708314875	8.26%	255/0/0
DMTN	ENSG00000158856	protein_coding	chr8	21906506	21940038	0.244280445	32.06%	150/105/0
DMWD	ENSG00000185800	protein_coding	chr19	46286205	46296060	0.031434746	68.82%	75/180/0
DMXL1	ENSG00000172869	protein_coding	chr5	118373467	118584833	0.521642142	14.93%	200/55/0
DMXL2	ENSG00000104093	protein_coding	chr15	51739908	51915030	0.159706533	41.6%	125/130/0
DNA2	ENSG00000138346	protein_coding	chr10	70173821	70231879	0.305647946	27.17%	175/80/0
DNAAF1	ENSG00000154099	protein_coding	chr16	84178865	84212373	0.000486573	98.51%	0/255/0
DNAAF2	ENSG00000165506	protein_coding	chr14	50091892	50101948	0.034155944	67.73%	75/180/0
DNAAF3	ENSG00000167646	protein_coding	chr19	55670031	55678090	0.005278927	85.46%	25/230/0
DNAAF5	ENSG00000164818	protein_coding	chr7	766338	829190	0.006014089	84.58%	25/230/0
DNAH1	ENSG00000114841	protein_coding	chr3	52350335	52434507	0.135728173	45.01%	125/130/0
DNAH10	ENSG00000281935	protein_coding	chr12	124247042	124420753	0.023863488	72.27%	50/205/0
DNAH10	ENSG00000197653	protein_coding	chr12	124247042	124420753	0.023863488	72.27%	50/205/0
DNAH11	ENSG00000105877	protein_coding	chr7	21582833	21941457	0.38215847	21.9%	175/80/0
DNAH12	ENSG00000174844	protein_coding	chr3	57327727	57530071	0.248045233	31.71%	150/105/0
DNAH14	ENSG00000185842	protein_coding	chr1	225083964	225586996	0.006049116	84.53%	25/230/0
DNAH17	ENSG00000187775	protein_coding	chr17	76419778	76573476	0.043900967	64.55%	75/180/0
DNAH2	ENSG00000183914	protein_coding	chr17	7620672	7737062	0.156733349	42.06%	125/130/0
DNAH3	ENSG00000158486	protein_coding	chr16	20944433	21170762	0.103253609	50.56%	100/155/0
DNAH5	ENSG00000039139	protein_coding	chr5	13690440	13944652	0.235040337	32.91%	150/105/0
DNAH6	ENSG00000115423	protein_coding	chr2	84743579	85046713	0.093927386	52.39%	100/155/0
DNAH7	ENSG00000118997	protein_coding	chr2	196602427	196933536	0.112187885	48.83%	125/130/0
DNAH8	ENSG00000124721	protein_coding	chr6	38683117	38998301	0.998961058	0.42%	255/0/0
DNAH9	ENSG00000007174	protein_coding	chr17	11501748	11873065	0.176098085	39.51%	150/105/0
DNAI1	ENSG00000122735	protein_coding	chr9	34457412	34520982	0.605349786	11.63%	200/55/0
DNAI2	ENSG00000171595	protein_coding	chr17	72270386	72311023	0.045144108	64.18%	75/180/0
DNAJA1	ENSG00000086061	protein_coding	chr9	33025209	33039905	0.553519177	13.56%	200/55/0
DNAJA2	ENSG00000069345	protein_coding	chr16	46989299	47007699	0.433350278	19.03%	200/55/0
DNAJA3	ENSG00000276726	protein_coding	chr16	4475806	4506776	0.212566641	35.3%	150/105/0
DNAJA3	ENSG00000103423	protein_coding	chr16	4475806	4506776	0.212566641	35.3%	150/105/0
DNAJA4	ENSG00000140403	protein_coding	chr15	78556428	78574538	0.073657596	56.59%	100/155/0
DNAJB1	ENSG00000132002	protein_coding	chr19	14625582	14640582	0.399791445	20.79%	175/80/0
DNAJB11	ENSG00000090520	protein_coding	chr3	186285192	186315061	0.384461606	21.76%	175/80/0
DNAJB12	ENSG00000148719	protein_coding	chr10	74092588	74114988	0.224708098	33.91%	150/105/0
DNAJB13	ENSG00000187726	protein_coding	chr11	73661364	73681411	0.167244914	40.62%	125/130/0
DNAJB14	ENSG00000164031	protein_coding	chr4	100817405	100867883	0.374819373	22.42%	175/80/0
DNAJB2	ENSG00000135924	protein_coding	chr2	220143989	220151622	0.222282725	34.16%	150/105/0
DNAJB4	ENSG00000162616	protein_coding	chr1	78444859	78483648	0.455073916	17.93%	200/55/0
DNAJB5	ENSG00000137094	protein_coding	chr9	34989638	34998897	0.321636597	26.04%	175/80/0
DNAJB6	ENSG00000105993	protein_coding	chr7	157128075	157210133	0.117899854	47.78%	125/130/0
DNAJB7	ENSG00000172404	protein_coding	chr22	41255553	41258130	0.014074221	77.82%	50/205/0
DNAJB8	ENSG00000179407	protein_coding	chr3	128181282	128186091	0.029190736	69.78%	75/180/0
DNAJB9	ENSG00000128590	protein_coding	chr7	108210012	108215294	0.487349647	16.44%	200/55/0
DNAJC1	ENSG00000136770	protein_coding	chr10	22045466	22292698	0.180533568	38.97%	150/105/0
DNAJC10	ENSG00000077232	protein_coding	chr2	183580999	183659191	0.539312128	14.22%	200/55/0
DNAJC11	ENSG00000007923	protein_coding	chr1	6694228	6761984	0.231908033	33.21%	150/105/0
DNAJC12	ENSG00000108176	protein_coding	chr10	69556427	69597924	0.129150785	46%	125/130/0
DNAJC13	ENSG00000138246	protein_coding	chr3	132136370	132257876	0.502444224	15.74%	200/55/0
DNAJC14	ENSG00000135392	protein_coding	chr12	56214744	56224608	0.161645357	41.33%	125/130/0
DNAJC15	ENSG00000120675	protein_coding	chr13	43597339	43683045	0.15998347	41.55%	125/130/0
DNAJC16	ENSG00000116138	protein_coding	chr1	15853308	15918874	0.148396459	43.23%	125/130/0
DNAJC17	ENSG00000104129	protein_coding	chr15	41060067	41099675	0.155576155	42.2%	125/130/0
DNAJC18	ENSG00000170464	protein_coding	chr5	138744279	138780180	0.223346192	34.02%	150/105/0
DNAJC19	ENSG00000205981	protein_coding	chr3	180701497	180707562	0.698119946	8.54%	255/0/0
DNAJC2	ENSG00000105821	protein_coding	chr7	102952921	102985320	0.717966079	8.02%	255/0/0
DNAJC21	ENSG00000168724	protein_coding	chr5	34929698	34959069	0.109532152	49.28%	125/130/0
DNAJC22	ENSG00000178401	protein_coding	chr12	49740700	49751309	0.159253126	41.7%	125/130/0
DNAJC24	ENSG00000170946	protein_coding	chr11	31391387	31453396	0.279841851	29.1%	175/80/0
DNAJC25	ENSG00000059769	protein_coding	chr9	114393632	114432508	0.079550824	55.27%	100/155/0
DNAJC25-GNG10	ENSG00000244115	protein_coding	chr9	114393666	114432509	0.037828606	66.52%	75/180/0
DNAJC27	ENSG00000115137	protein_coding	chr2	25166505	25194963	0.222298535	34.15%	150/105/0
DNAJC28	ENSG00000262911	protein_coding	chr21	34860497	34864027	0.046400837	63.77%	75/180/0
DNAJC28	ENSG00000177692	protein_coding	chr21	34860497	34864027	0.046400837	63.77%	75/180/0
DNAJC3	ENSG00000102580	protein_coding	chr13	96329393	96447243	0.352468828	23.91%	175/80/0
DNAJC30	ENSG00000176410	protein_coding	chr7	73095299	73097783	0.010910856	80.16%	25/230/0
DNAJC4	ENSG00000110011	protein_coding	chr11	63997750	64001758	0.015724482	76.63%	50/205/0
DNAJC5	ENSG00000101152	protein_coding	chr20	62526518	62567384	0.285256989	28.69%	175/80/0
DNAJC5B	ENSG00000147570	protein_coding	chr8	66933795	67012751	0.2597663	30.75%	150/105/0
DNAJC5G	ENSG00000163793	protein_coding	chr2	27498289	27504367	0.008946172	81.71%	25/230/0
DNAJC6	ENSG00000116675	protein_coding	chr1	65713902	65881552	0.217102077	34.73%	150/105/0
DNAJC7	ENSG00000168259	protein_coding	chr17	40128451	40173394	0.557867251	13.43%	200/55/0
DNAJC8	ENSG00000126698	protein_coding	chr1	28525967	28559536	0.447246239	18.29%	200/55/0
DNAJC9	ENSG00000213551	protein_coding	chr10	74943120	75008620	0.347954908	24.28%	175/80/0
DNAL1	ENSG00000119661	protein_coding	chr14	74111578	74170435	0.410951405	20.13%	175/80/0
DNAL4	ENSG00000100246	protein_coding	chr22	39174513	39190203	0.203126715	36.36%	150/105/0
DNALI1	ENSG00000163879	protein_coding	chr1	38022520	38032458	0.256307067	31.03%	150/105/0
DNASE1	ENSG00000213918	protein_coding	chr16	3661729	3730144	0.039855019	65.82%	75/180/0
DNASE1L1	ENSG00000013563	protein_coding	chrX	153629579	153640449	0.011941688	79.28%	50/205/0
DNASE1L2	ENSG00000167968	protein_coding	chr16	2285817	2288712	0.018597779	74.93%	50/205/0
DNASE1L3	ENSG00000163687	protein_coding	chr3	58177984	58200424	0.070775578	57.29%	100/155/0
DNASE2	ENSG00000105612	protein_coding	chr19	12986025	12992282	0.013145701	78.42%	50/205/0
DNASE2B	ENSG00000137976	protein_coding	chr1	84864215	84880701	0.074448603	56.42%	100/155/0
DND1	ENSG00000256453	protein_coding	chr5	140050379	140053171	0.214974767	34.99%	150/105/0
DNER	ENSG00000187957	protein_coding	chr2	230222345	230579274	0.121743311	47.2%	125/130/0
DNHD1	ENSG00000179532	protein_coding	chr11	6518490	6614988	0.019835865	74.26%	50/205/0
DNLZ	ENSG00000213221	protein_coding	chr9	139253932	139258241	0.006164665	84.43%	25/230/0
DNM1	ENSG00000106976	protein_coding	chr9	130965658	131017527	0.556141328	13.49%	200/55/0
DNM1L	ENSG00000087470	protein_coding	chr12	32832134	32898486	0.863813357	4.41%	255/0/0
DNM2	ENSG00000079805	protein_coding	chr19	10828755	10944164	0.62503169	10.95%	200/55/0
DNM3	ENSG00000197959	protein_coding	chr1	171810621	172387606	0.611597426	11.42%	200/55/0
DNMBP	ENSG00000107554	protein_coding	chr10	101635334	101769676	0.070014344	57.48%	100/155/0
DNMT1	ENSG00000130816	protein_coding	chr19	10244021	10341962	0.310637593	26.78%	175/80/0
DNMT3A	ENSG00000119772	protein_coding	chr2	25455845	25565459	0.878353433	3.99%	255/0/0
DNMT3B	ENSG00000088305	protein_coding	chr20	31350191	31397162	0.978021249	1.52%	255/0/0
DNMT3L	ENSG00000142182	protein_coding	chr21	45666222	45682099	0.006860897	83.61%	25/230/0
DNPEP	ENSG00000123992	protein_coding	chr2	220238268	220264744	0.133178118	45.42%	125/130/0
DNPH1	ENSG00000112667	protein_coding	chr6	43193367	43197222	0.137086274	44.86%	125/130/0
DNTT	ENSG00000107447	protein_coding	chr10	98064085	98098321	0.963705326	1.87%	255/0/0
DNTTIP1	ENSG00000101457	protein_coding	chr20	44420576	44440066	0.250150902	31.51%	150/105/0
DNTTIP2	ENSG00000067334	protein_coding	chr1	94333373	94345474	0.015745123	76.61%	50/205/0
DOC2A	ENSG00000149927	protein_coding	chr16	30016830	30034591	0.171287432	40.14%	125/130/0
DOC2B	ENSG00000272636	protein_coding	chr17	5810	31427	0.05515238	61.16%	75/180/0
DOC2B	ENSG00000272670	protein_coding	chr17	5810	31427	0.05515238	61.16%	75/180/0
DOCK1	ENSG00000150760	protein_coding	chr10	128593978	129250781	0.111166012	48.98%	125/130/0
DOCK10	ENSG00000135905	protein_coding	chr2	225629807	225907162	0.382989612	21.86%	175/80/0
DOCK11	ENSG00000147251	protein_coding	chrX	117629861	117820126	0.510737136	15.35%	200/55/0
DOCK2	ENSG00000134516	protein_coding	chr5	169064251	169510386	0.439077488	18.72%	200/55/0
DOCK3	ENSG00000088538	protein_coding	chr3	50712672	51421629	0.619193915	11.11%	200/55/0
DOCK4	ENSG00000128512	protein_coding	chr7	111366166	111846466	0.492112474	16.24%	200/55/0
DOCK5	ENSG00000147459	protein_coding	chr8	25042238	25275598	0.411645611	20.08%	175/80/0
DOCK6	ENSG00000130158	protein_coding	chr19	11309971	11373157	0.04890117	62.98%	75/180/0
DOCK7	ENSG00000116641	protein_coding	chr1	62920399	63153969	0.286627165	28.59%	175/80/0
DOCK8	ENSG00000107099	protein_coding	chr9	214854	465259	0.209041054	35.69%	150/105/0
DOCK9	ENSG00000088387	protein_coding	chr13	99445741	99738879	0.3175759	26.27%	175/80/0
DOHH	ENSG00000129932	protein_coding	chr19	3490819	3500938	0.030819125	69.02%	75/180/0
DOK1	ENSG00000115325	protein_coding	chr2	74776153	74784681	0.052477735	61.92%	75/180/0
DOK2	ENSG00000147443	protein_coding	chr8	21766384	21771371	0.027048044	70.85%	50/205/0
DOK3	ENSG00000146094	protein_coding	chr5	176928908	176938275	0.064369884	58.78%	100/155/0
DOK4	ENSG00000125170	protein_coding	chr16	57505863	57521239	0.3834007	21.81%	175/80/0
DOK5	ENSG00000101134	protein_coding	chr20	53092136	53267710	0.482517225	16.63%	200/55/0
DOK6	ENSG00000206052	protein_coding	chr18	67068291	67516323	0.414097507	19.92%	200/55/0
DOK7	ENSG00000175920	protein_coding	chr4	3465033	3503200	0.017888312	75.35%	50/205/0
DOLK	ENSG00000175283	protein_coding	chr9	131707809	131709898	0.107771346	49.63%	125/130/0
DOLPP1	ENSG00000167130	protein_coding	chr9	131843379	131852717	0.388179389	21.53%	175/80/0
DONSON	ENSG00000159147	protein_coding	chr21	34931848	34961014	0.208826742	35.71%	150/105/0
DOT1L	ENSG00000104885	protein_coding	chr19	2164148	2232577	0.031415325	68.83%	75/180/0
DPAGT1	ENSG00000172269	protein_coding	chr11	118967213	118979041	0.522295673	14.87%	200/55/0
DPCD	ENSG00000166171	protein_coding	chr10	103330317	103369425	0.286149862	28.65%	175/80/0
DPEP1	ENSG00000015413	protein_coding	chr16	89679716	89704839	0.014894217	77.2%	50/205/0
DPEP2	ENSG00000167261	protein_coding	chr16	68021297	68034489	0.010913004	80.14%	25/230/0
DPEP3	ENSG00000141096	protein_coding	chr16	68009566	68014732	0.009831478	80.98%	25/230/0
DPF1	ENSG00000011332	protein_coding	chr19	38701646	38720354	0.07509837	56.28%	100/155/0
DPF2	ENSG00000133884	protein_coding	chr11	65101225	65120720	0.645644944	10.25%	200/55/0
DPF3	ENSG00000205683	protein_coding	chr14	73086004	73360809	0.70849026	8.26%	255/0/0
DPH1	ENSG00000108963	protein_coding	chr17	1933404	1946724	0.228749997	33.47%	150/105/0
DPH2	ENSG00000132768	protein_coding	chr1	44435672	44439041	0.061910376	59.35%	100/155/0
DPH3	ENSG00000154813	protein_coding	chr3	16299485	16306479	0.423548071	19.41%	200/55/0
DPH5	ENSG00000117543	protein_coding	chr1	101455179	101491644	0.455473564	17.9%	200/55/0
DPH6	ENSG00000134146	protein_coding	chr15	35509546	35838394	0.45801908	17.78%	200/55/0
DPH7	ENSG00000148399	protein_coding	chr9	140449356	140473387	0.002405679	89.88%	25/230/0
DPM1	ENSG00000000419	protein_coding	chr20	49551404	49575092	0.42749543	19.24%	200/55/0
DPM2	ENSG00000136908	protein_coding	chr9	130697378	130700763	0.072712633	56.84%	100/155/0
DPM3	ENSG00000179085	protein_coding	chr1	155112367	155113071	0.085751345	53.99%	100/155/0
DPP10	ENSG00000175497	protein_coding	chr2	115199876	116603328	0.841965077	4.84%	255/0/0
DPP3	ENSG00000254986	protein_coding	chr11	66247484	66277130	0.287233243	28.56%	175/80/0
DPP4	ENSG00000197635	protein_coding	chr2	162848751	162931052	0.687635027	8.9%	255/0/0
DPP6	ENSG00000130226	protein_coding	chr7	153584182	154685995	0.155216903	42.27%	125/130/0
DPP7	ENSG00000176978	protein_coding	chr9	140004994	140009629	0.005146318	85.64%	25/230/0
DPP8	ENSG00000074603	protein_coding	chr15	65734801	65810042	0.33895907	24.9%	175/80/0
DPP9	ENSG00000142002	protein_coding	chr19	4675236	4724685	0.020255978	74.03%	50/205/0
DPPA2	ENSG00000163530	protein_coding	chr3	109012635	109035364	0.00189032	91.28%	0/255/0
DPPA3	ENSG00000187569	protein_coding	chr12	7864050	7870155	0.000575487	98.05%	0/255/0
DPPA4	ENSG00000121570	protein_coding	chr3	109044988	109056419	0.001219572	94.35%	0/255/0
DPPA5	ENSG00000203909	protein_coding	chr6	74062785	74064018	0.004090854	86.86%	25/230/0
DPRX	ENSG00000204595	protein_coding	chr19	54135310	54140263	0.00089996	96.03%	0/255/0
DPT	ENSG00000143196	protein_coding	chr1	168664697	168698502	0.398672643	20.87%	175/80/0
DPY19L1	ENSG00000173852	protein_coding	chr7	34968488	35077883	0.112286961	48.81%	125/130/0
DPY19L2	ENSG00000177990	protein_coding	chr12	63952693	64062719	0.009643617	81.13%	25/230/0
DPY19L3	ENSG00000178904	protein_coding	chr19	32896449	32976801	0.24892303	31.62%	150/105/0
DPY19L4	ENSG00000156162	protein_coding	chr8	95731931	95806064	0.304565979	27.32%	175/80/0
DPY30	ENSG00000162961	protein_coding	chr2	32092878	32264881	0.836373832	4.94%	255/0/0
DPYD	ENSG00000188641	protein_coding	chr1	97543299	98386605	0.966314405	1.82%	255/0/0
DPYS	ENSG00000147647	protein_coding	chr8	105342552	105479281	0.103695232	50.47%	100/155/0
DPYSL2	ENSG00000092964	protein_coding	chr8	26371791	26515694	0.481859756	16.66%	200/55/0
DPYSL3	ENSG00000113657	protein_coding	chr5	146770374	146889619	0.456813944	17.82%	200/55/0
DPYSL4	ENSG00000151640	protein_coding	chr10	134000404	134019280	0.035303952	67.4%	75/180/0
DPYSL5	ENSG00000157851	protein_coding	chr2	27070615	27173219	0.240173493	32.42%	150/105/0
DQX1	ENSG00000144045	protein_coding	chr2	74745258	74753463	0.107588675	49.68%	125/130/0
DR1	ENSG00000117505	protein_coding	chr1	93811445	93835055	0.873527807	4.13%	255/0/0
DRAM1	ENSG00000136048	protein_coding	chr12	102271129	102405908	0.255465828	31.09%	150/105/0
DRAM2	ENSG00000156171	protein_coding	chr1	111659955	111682838	0.268621992	29.97%	175/80/0
DRAP1	ENSG00000175550	protein_coding	chr11	65686728	65689032	0.101428011	50.88%	100/155/0
DRAXIN	ENSG00000162490	protein_coding	chr1	11751786	11785914	0.028589206	70.15%	50/205/0
DRC1	ENSG00000157856	protein_coding	chr2	26624784	26679579	0.021378182	73.5%	50/205/0
DRC7	ENSG00000159625	protein_coding	chr16	57728705	57765717	0.042533795	64.93%	75/180/0
DRD1	ENSG00000184845	protein_coding	chr5	174867042	174871211	0.099262554	51.32%	100/155/0
DRD2	ENSG00000149295	protein_coding	chr11	113280318	113346413	0.941392484	2.43%	255/0/0
DRD3	ENSG00000151577	protein_coding	chr3	113847499	113918254	0.585711775	12.31%	200/55/0
DRD4	ENSG00000069696	protein_coding	chr11	637293	640706	0.015467826	76.84%	50/205/0
DRD4	ENSG00000276825	protein_coding	chr11	637293	640706	0.015467826	76.84%	50/205/0
DRD5	ENSG00000169676	protein_coding	chr4	9783258	9785632	0.112744756	48.72%	125/130/0
DRG1	ENSG00000185721	protein_coding	chr22	31795509	31924726	0.662216167	9.62%	255/0/0
DRG2	ENSG00000108591	protein_coding	chr17	17991200	18011285	0.457854603	17.79%	200/55/0
DRGX	ENSG00000165606	protein_coding	chr10	50572237	50603497	0.201951624	36.54%	150/105/0
DRICH1	ENSG00000189269	protein_coding	chr22	23950639	23974508	0.000706827	97.22%	0/255/0
DROSHA	ENSG00000113360	protein_coding	chr5	31400604	31532303	0.728536624	7.71%	255/0/0
DRP2	ENSG00000102385	protein_coding	chrX	100474758	100519486	0.392002817	21.27%	175/80/0
DSC1	ENSG00000134765	protein_coding	chr18	28709199	28742819	0.059580459	60%	100/155/0
DSC2	ENSG00000134755	protein_coding	chr18	28645940	28682378	0.027947877	70.44%	50/205/0
DSC3	ENSG00000134762	protein_coding	chr18	28569974	28622781	0.270295411	29.87%	175/80/0
DSCAM	ENSG00000171587	protein_coding	chr21	41382926	42219065	0.620706258	11.07%	200/55/0
DSCAM	ENSG00000291561	protein_coding	chr21	41382926	42219065	0.620706258	11.07%	200/55/0
DSCAML1	ENSG00000177103	protein_coding	chr11	117298489	117688240	0.442947255	18.51%	200/55/0
DSCC1	ENSG00000136982	protein_coding	chr8	120846216	120868250	0.398230056	20.88%	175/80/0
DSE	ENSG00000111817	protein_coding	chr6	116575336	116762424	0.823278071	5.23%	255/0/0
DSEL	ENSG00000262102	protein_coding	chr18	65173819	65184217	0.101873683	50.81%	100/155/0
DSEL	ENSG00000171451	protein_coding	chr18	65173819	65184217	0.101873683	50.81%	100/155/0
DSG1	ENSG00000134760	protein_coding	chr18	28898052	28936992	0.124796378	46.66%	125/130/0
